customer_id,age,income,previous_purchases,campaign_response,customer_tenure_days,avg_basket_size,channel_online,discount,purchase
1053,0.09176804817794125,-1.0697810651427089,-0.09726276778784416,0.06549836823593046,-0.97857537089132,-1.892723066417496,0.0,15,0
2991,0.6936949009193102,0.4573152608861493,1.7471639285682412,1.360137209078958,0.7301259392903768,0.656582770548107,0.0,0,0
1789,0.34973669935281365,-1.1736236153126713,1.1323550297828793,0.46683640889726924,-1.3237245133469744,-0.9473758731319787,1.0,0,1
765,0.34973669935281365,-0.15963165482950942,0.5175461309975176,0.10433753346122134,1.4374686262982612,0.05375267627908171,1.0,0,1
3248,-1.370054308479669,-1.7417034485954066,-1.3268805653585676,-1.306818803057679,-0.02834995400723419,0.6008014144225646,0.0,0,1
1102,0.607705350527686,-0.3612083698653187,2.3619728273536027,0.9717455568260498,0.3551490931657152,0.40312011727590336,1.0,20,0
1666,-0.682137905346676,-0.5994353967258206,-0.712071666573206,-0.21932217674953555,0.6363817277592114,-1.0207723943497984,1.0,20,0
280,0.2637471489611895,1.9233277338738533,-1.3268805653585676,-1.306818803057679,-0.44593780537333466,1.1772087610531745,0.0,0,1
3194,-1.1980752076964207,-1.1247565328797478,-1.3268805653585676,-0.5300354985518623,0.7855202461042473,-0.03530176946520582,1.0,0,1
4045,-1.0260961069131724,-0.4345089935147039,-1.3268805653585676,0.33737252481296637,0.022783252282492394,0.8425206242999174,1.0,10,0
2345,0.8656740017025585,0.9215525439989222,0.5175461309975176,0.4150508552635481,3.1291255343833826,1.805482982677711,0.0,0,0
3306,0.5217158001360619,0.719975828963113,0.5175461309975176,-1.125569365339655,0.5170709130831828,-0.31225130952711255,1.0,25,0
4619,2.8434336607099135,0.12746245446391594,-0.09726276778784416,0.738710565474305,-1.3237245133469744,-0.37096852650136847,0.0,0,0
1695,-1.2840647580880449,-1.112539762271517,-1.3268805653585676,-1.306818803057679,0.8494367539664055,0.204460199846338,1.0,0,1
1663,-0.08021105260530702,-1.8699795399818306,0.5175461309975176,-0.5688746637771531,0.5682041193729093,0.14770022343789097,0.0,0,1
2112,0.5217158001360619,1.1536711855553086,1.1323550297828793,-0.19342939993267516,-1.3237245133469744,1.915088454362989,0.0,30,0
4518,-0.16620060299693115,-0.0069220222266235905,0.5175461309975176,0.5056755741225601,-1.3237245133469744,0.656582770548107,1.0,15,0
890,-1.7140125100461656,-1.0819978357509399,-1.3268805653585676,-0.6724457710445954,0.22731607744139873,-0.44925814913370915,1.0,0,0
4461,0.4357262497444378,0.5733745816643425,0.5175461309975176,-1.0867302001143642,-0.6760372336771043,1.7399154237231254,0.0,0,1
3356,-1.8859916108294137,-1.8699795399818306,-0.712071666573206,-1.021998258072213,0.3466268921174274,-0.15077896284790943,0.0,0,1
2019,0.607705350527686,-0.4528341494270502,-0.09726276778784416,-1.021998258072213,1.7187012608917576,-0.34454577886295307,1.0,0,0
2727,-0.9401065565215483,-0.6849527909834366,-0.09726276778784416,0.11728392186965161,-0.06669985872452913,-0.9718413802045852,1.0,0,1
158,1.0376531024858067,0.9520944705194994,0.5175461309975176,0.2855869711792452,0.26992708268283755,0.7593379002530549,0.0,15,0
4013,0.6936949009193102,-0.013030407530739023,-0.09726276778784416,0.8681744495586079,1.1647581927530528,0.7749958247795228,0.0,15,0
3626,2.0695277071852964,1.7156426335339285,0.5175461309975176,-0.2970005072001173,-0.650470630532241,0.9217888672151621,1.0,15,1
2092,0.6936949009193102,-1.2163823124414792,1.7471639285682412,-0.5170891101434321,-0.30106038755244263,-1.5707569933419938,0.0,0,0
3968,-1.1120856573047966,-0.8376624235863225,-1.3268805653585676,-1.306818803057679,-1.016925275608615,-0.5549491396873694,0.0,0,0
4268,0.34973669935281365,0.1030289132474542,-0.09726276778784416,1.0494238872766315,-0.07522205977281689,0.2132677823924767,1.0,0,0
1095,-0.682137905346676,0.07248698672687703,-1.3268805653585676,-1.1385157537480854,0.436110003124449,-0.24668375057252684,0.0,0,1
3912,2.499475459143417,-0.19017358135008658,0.5175461309975176,1.243619713403086,2.3067331332236134,-1.8477065334038998,1.0,0,1
