customer_id,age,income,previous_purchases,campaign_response,customer_tenure_days,avg_basket_size,channel_online,discount,purchase,treatment,ITE,ITE_lower,ITE_upper,segment
1053,0.0917680481779412,-1.0697810651427089,-0.0972627677878441,0.0654983682359304,-0.97857537089132,-1.892723066417496,0.0,15,0,1,-0.024773558101187393,-0.2958874705177921,0.24634035431541718,Not Persuadable
2991,0.6936949009193102,0.4573152608861493,1.7471639285682412,1.360137209078958,0.7301259392903768,0.656582770548107,0.0,0,0,0,0.05875302284430839,-0.10612241259407593,0.22362845828269262,Persuadable
1789,0.3497366993528136,-1.1736236153126711,1.1323550297828793,0.4668364088972692,-1.3237245133469744,-0.9473758731319788,1.0,0,1,0,0.09526244899175629,-0.06393863434129896,0.2544635323248115,Persuadable
765,0.3497366993528136,-0.1596316548295094,0.5175461309975176,0.1043375334612213,1.4374686262982612,0.0537526762790817,1.0,0,1,0,0.06966013655827104,-0.17104123482080547,0.3103615079373475,Persuadable
3248,-1.370054308479669,-1.7417034485954066,-1.3268805653585676,-1.306818803057679,-0.0283499540072341,0.6008014144225646,0.0,0,1,0,-0.08124467254675274,-0.4208327227821702,0.2583433776886647,Not Persuadable
1102,0.607705350527686,-0.3612083698653187,2.3619728273536027,0.9717455568260498,0.3551490931657152,0.4031201172759033,1.0,20,0,1,0.06491649871316285,-0.13392066471181702,0.26375366213814266,Persuadable
1666,-0.682137905346676,-0.5994353967258206,-0.712071666573206,-0.2193221767495355,0.6363817277592114,-1.0207723943497984,1.0,20,0,1,0.003328179757794741,-0.19121331973836259,0.19786967925395202,Persuadable
280,0.2637471489611895,1.9233277338738533,-1.3268805653585676,-1.306818803057679,-0.4459378053733346,1.1772087610531743,0.0,0,1,0,-0.05804365024733463,-0.2499944217793474,0.13390712128467808,Not Persuadable
3194,-1.1980752076964207,-1.1247565328797478,-1.3268805653585676,-0.5300354985518623,0.7855202461042473,-0.0353017694652058,1.0,0,1,0,-0.08312167145033646,-0.33416180045142396,0.16791845755075102,Not Persuadable
4045,-1.0260961069131724,-0.4345089935147039,-1.3268805653585676,0.3373725248129663,0.0227832522824923,0.8425206242999174,1.0,10,0,1,-0.004700303042798115,-0.15247381787183079,0.1430732117862345,Not Persuadable
2345,0.8656740017025585,0.9215525439989222,0.5175461309975176,0.4150508552635481,3.1291255343833826,1.805482982677711,0.0,0,0,0,0.16926285141694247,0.025917194067093807,0.3126085087667909,Highly Persuadable
3306,0.5217158001360619,0.719975828963113,0.5175461309975176,-1.125569365339655,0.5170709130831828,-0.3122513095271125,1.0,25,0,1,-0.013248504920240557,-0.2008153481832868,0.1743183383428057,Not Persuadable
4619,2.843433660709913,0.1274624544639159,-0.0972627677878441,0.738710565474305,-1.3237245133469744,-0.3709685265013684,0.0,0,0,0,0.12719206782347725,-0.20292397445725927,0.4573081101042137,Highly Persuadable
1695,-1.2840647580880449,-1.112539762271517,-1.3268805653585676,-1.306818803057679,0.8494367539664055,0.204460199846338,1.0,0,1,0,-0.08315237048457241,-0.27429797987756793,0.10799323890842308,Not Persuadable
1663,-0.080211052605307,-1.8699795399818304,0.5175461309975176,-0.5688746637771531,0.5682041193729093,0.1477002234378909,0.0,0,1,0,0.10886422941963717,-0.06281599597667864,0.2805444548159528,Highly Persuadable
2112,0.5217158001360619,1.1536711855553086,1.1323550297828793,-0.1934293999326751,-1.3237245133469744,1.915088454362989,0.0,30,0,1,0.05077587089639787,-0.11520222799873293,0.2167539697915286,Persuadable
4518,-0.1662006029969311,-0.0069220222266235,0.5175461309975176,0.5056755741225601,-1.3237245133469744,0.656582770548107,1.0,15,0,1,-0.02460304339949241,-0.4643572796705608,0.4151511928715758,Not Persuadable
890,-1.7140125100461656,-1.08199783575094,-1.3268805653585676,-0.6724457710445954,0.2273160774413987,-0.4492581491337091,1.0,0,0,0,0.0810666249704945,-0.08701178403409095,0.24914503397507987,Persuadable
4461,0.4357262497444378,0.5733745816643425,0.5175461309975176,-1.0867302001143642,-0.6760372336771043,1.7399154237231254,0.0,0,1,0,-0.00890974544520857,-0.2271974905673298,0.20937799967691262,Not Persuadable
3356,-1.8859916108294137,-1.8699795399818304,-0.712071666573206,-1.021998258072213,0.3466268921174274,-0.1507789628479094,0.0,0,1,0,-0.12359091326126709,-0.265745620527465,0.018563794004930634,Not Persuadable
2019,0.607705350527686,-0.4528341494270502,-0.0972627677878441,-1.021998258072213,1.7187012608917576,-0.344545778862953,1.0,0,0,0,0.07757654519351696,-0.15402789089806357,0.30918098128509747,Persuadable
2727,-0.9401065565215484,-0.6849527909834366,-0.0972627677878441,0.1172839218696516,-0.0666998587245291,-0.9718413802045852,1.0,0,1,0,-0.06268244728455101,-0.23581728902462415,0.11045239445552207,Not Persuadable
158,1.0376531024858069,0.9520944705194994,0.5175461309975176,0.2855869711792452,0.2699270826828375,0.7593379002530549,0.0,15,0,1,-0.04261435956948573,-0.22908490134061582,0.1438561822016443,Not Persuadable
4013,0.6936949009193102,-0.013030407530739,-0.0972627677878441,0.8681744495586079,1.1647581927530528,0.7749958247795228,0.0,15,0,1,0.010955394684967172,-0.19361093292049736,0.2155217222904317,Persuadable
3626,2.0695277071852964,1.7156426335339283,0.5175461309975176,-0.2970005072001173,-0.650470630532241,0.921788867215162,1.0,15,1,1,0.0147189181489455,-0.11672792660465495,0.14616576290254588,Persuadable
2092,0.6936949009193102,-1.2163823124414792,1.7471639285682412,-0.5170891101434321,-0.3010603875524426,-1.5707569933419938,0.0,0,0,0,0.04377153070398621,-0.11616929465148099,0.2037123560594534,Persuadable
3968,-1.1120856573047966,-0.8376624235863225,-1.3268805653585676,-1.306818803057679,-1.016925275608615,-0.5549491396873694,0.0,0,0,0,0.11842003069103695,-0.0798512888848186,0.3166913502668923,Highly Persuadable
4268,0.3497366993528136,0.1030289132474542,-0.0972627677878441,1.0494238872766315,-0.0752220597728168,0.2132677823924767,1.0,0,0,0,0.14413121487780473,-0.09076601261233042,0.37902844236793976,Highly Persuadable
1095,-0.682137905346676,0.072486986726877,-1.3268805653585676,-1.1385157537480854,0.436110003124449,-0.2466837505725268,0.0,0,1,0,0.028127222685619395,-0.16055915413582664,0.21681359950706539,Persuadable
3912,2.499475459143417,-0.1901735813500865,0.5175461309975176,1.243619713403086,2.3067331332236134,-1.8477065334039,1.0,0,1,0,0.08507455623591309,-0.04534219502032419,0.21549130749215034,Persuadable
3258,1.7255695056187998,0.1641127662886085,2.3619728273536027,0.5833539045731415,0.5383764157039022,-1.453322559393482,1.0,0,0,0,0.02507593941441768,-0.3227834638441193,0.37293534267295453,Persuadable
4231,1.209632203269055,0.9826363970400764,-0.712071666573206,0.8034425075164564,0.3338435905449958,1.050966744558525,0.0,0,0,0,0.11812316580133037,-0.024133020295463325,0.260379351898124,Highly Persuadable
706,-1.0260961069131724,-0.3184496727365106,-1.3268805653585676,-0.2063757883411052,-1.0254474766569026,-0.6655332316555512,1.0,0,0,0,0.04399904388927149,-0.09044578112031851,0.1784438688988615,Persuadable
600,-1.8000020604377898,-1.2163823124414792,-0.712071666573206,-0.2581613419748264,-1.046752979277622,0.9628909190971412,0.0,25,0,1,-0.05193976442907195,-0.3403471554450008,0.2364676265868569,Not Persuadable
2570,0.5217158001360619,0.75051775548369,-0.712071666573206,-0.9054807623963405,-1.3237245133469744,0.8865585370306087,0.0,15,1,1,0.06297387765285588,-0.06163438077526941,0.18758213608098112,Persuadable
3989,1.209632203269055,-0.3306664433447415,1.1323550297828793,-0.1028046810736631,2.396216244230635,-0.0216010855045467,1.0,25,1,1,0.06055868649853644,-0.1059410297598442,0.22705840275691697,Persuadable
2835,0.5217158001360619,1.3369227446787717,-1.3268805653585676,1.2306733249946555,-0.1476607686832629,0.8444778648657255,0.0,0,0,0,0.02720825612525986,-0.17418713397686197,0.22860364622738166,Persuadable
2239,-0.9401065565215484,1.2025382679882322,-0.712071666573206,0.1431766986865122,-0.6717761331529604,1.090111555874696,1.0,10,0,1,0.020788475247548635,-0.12764321225379088,0.16922016274888813,Persuadable
4563,0.3497366993528136,-0.013030407530739,-1.3268805653585676,-0.9184271508047708,-0.1178330650142557,0.4354145866117438,1.0,0,1,0,0.060542781986570426,-0.11092684853709736,0.23201241251023824,Persuadable
